team------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
offering million guaranteed-------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
million guaranteed money----------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
guaranteed money leveon------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
money leveon bell------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
leveon bell jets------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bell jets working------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
jets working relationship---------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
working relationship years--------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
relationship years bell------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
years bell poses------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bell poses threat------------------------------------------------ {'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.5267} negative
poses threat ground---------------------------------------------- {'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.5267} negative
threat ground air------------------------------------------------ {'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.5267} negative
ground air simply------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
air simply nt---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
simply nt presence----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
nt presence hurting---------------------------------------------- {'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019} negative
presence hurting jets-------------------------------------------- {'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019} negative
hurting jets offense--------------------------------------------- {'neg': 0.825, 'neu': 0.175, 'pos': 0.0, 'compound': -0.5719} negative
jets offense bell------------------------------------------------ {'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.25} negative
offense bell comes----------------------------------------------- {'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.25} negative
bell comes jets-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
comes jets supposed---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
jets supposed turning-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
supposed turning point------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
turning point team----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
point team main-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
team main centerpieces------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
main centerpieces able------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
centerpieces able numbers---------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
able numbers similar--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
numbers similar better------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
similar better able---------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
better able steelers--------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
able steelers win------------------------------------------------ {'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859} positive
steelers win sides----------------------------------------------- {'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859} positive
win sides going-------------------------------------------------- {'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859} positive
sides going offseason-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
going offseason jets--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
offseason jets biggest------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
jets biggest needs----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
biggest needs wide----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
needs wide receiver---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
wide receiver crowder-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
receiver crowder fit--------------------------------------------- {'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612} positive
crowder fit signed----------------------------------------------- {'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612} positive
fit signed jets-------------------------------------------------- {'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612} positive
signed jets years------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
jets years receiver---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
years receiver simply-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
receiver simply gives-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
simply gives darnold--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
gives darnold options-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
darnold options allows------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
options allows pressure------------------------------------------ {'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296} negative
allows pressure taken-------------------------------------------- {'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296} negative
pressure taken anderson------------------------------------------ {'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296} negative
taken anderson enunwa-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
anderson enunwa best--------------------------------------------- {'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369} positive
enunwa best wide------------------------------------------------- {'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369} positive
best wide receiver----------------------------------------------- {'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369} positive
wide receiver core----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
receiver core league--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
core league certainly-------------------------------------------- {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
league certainly better------------------------------------------ {'neg': 0.0, 'neu': 0.159, 'pos': 0.841, 'compound': 0.6486} positive
certainly better jets-------------------------------------------- {'neg': 0.0, 'neu': 0.159, 'pos': 0.841, 'compound': 0.6486} positive
better jets putting---------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
jets putting season---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
putting season big----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season big signing----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
big signing jets------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
signing jets middle---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
jets middle linebacker------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
middle linebacker cj--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
linebacker cj mosely--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
cj mosely spending----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
mosely spending seasons------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
spending seasons ravens------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
seasons ravens mosely-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
ravens mosely suiting-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
mosely suiting new----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
suiting new uniform---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
new uniform time------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
uniform time certainly------------------------------------------- {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
time certainly adds---------------------------------------------- {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
certainly adds lot----------------------------------------------- {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
adds lot jets---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
lot jets defense------------------------------------------------- {'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.128} positive
jets defense especially------------------------------------------ {'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.128} positive
defense especially face------------------------------------------ {'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.128} positive
especially face losing------------------------------------------- {'neg': 0.59, 'neu': 0.41, 'pos': 0.0, 'compound': -0.4364} negative
face losing best------------------------------------------------- {'neg': 0.333, 'neu': 0.128, 'pos': 0.538, 'compound': 0.3818} positive
losing best pieces----------------------------------------------- {'neg': 0.333, 'neu': 0.128, 'pos': 0.538, 'compound': 0.3818} positive
best pieces buster----------------------------------------------- {'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369} positive
pieces buster skrine--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
buster skrine jets----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
skrine jets near------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
raiders---------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
carr------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
eyes------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
target----------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
finished--------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
argument--------------------------------------------------------- {'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612} negative
dramatic--------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
exit------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
september-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
propel----------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
carrbrown-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
quite------------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
know------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
opinion---------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
pays------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
dividends-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
offthefield------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
chaos------------------------------------------------------------ {'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719} negative
black------------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
gray------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
august----------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
nevin------------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
lawson----------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
announced-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
twitter---------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
suspended-------------------------------------------------------- {'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767} negative
testing---------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
banned----------------------------------------------------------- {'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588} negative
substance-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
ostarine--------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
claims----------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
knowingly-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
puts------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
aware------------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
ingesting-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
participate------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
activities------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
dished----------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
substances------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
wo--------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
suspensions------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
reported--------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
hate------------------------------------------------------------- {'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719} negative
effect----------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
quarterback couple----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
couple good------------------------------------------------------ {'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404} positive
seasons raiders-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
raiders incredibly----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
incredibly subpar------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
subpar million--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
million contract------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
contract inked--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
inked carr------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
carr highest----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
paid player------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
player nfl------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
nfl coming------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season think----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
think eyes------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
eyes carr-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
carr finally----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
finally elite---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
elite target----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
target antonio--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
antonio brown---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
brown seasons---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
raiders finished------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
finished respectively-------------------------------------------- {'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.34} positive
respectively make------------------------------------------------ {'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.34} positive
make bad--------------------------------------------------------- {'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423} negative
bad argument----------------------------------------------------- {'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7184} negative
argument carr---------------------------------------------------- {'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612} negative
carr worth------------------------------------------------------- {'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263} positive
money raiders---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
raiders continue------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
continue improve------------------------------------------------- {'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404} positive
improve feel----------------------------------------------------- {'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404} positive
feel chance------------------------------------------------------ {'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.25} positive
chance start----------------------------------------------------- {'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.25} positive
start proving---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
proving raiders-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
raiders nt------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
nt make---------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
make mistake----------------------------------------------------- {'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34} negative
mistake inking--------------------------------------------------- {'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34} negative
inking huge------------------------------------------------------ {'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182} positive
huge deal-------------------------------------------------------- {'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182} positive
deal big--------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
big dramatic----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
dramatic exit---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
exit steelers---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
steelers offseason----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
offseason antonio------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
brown finally---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
finally suiting-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
uniform come----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
come september--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
september like--------------------------------------------------- {'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612} positive
like good-------------------------------------------------------- {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6597} positive
good step-------------------------------------------------------- {'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404} positive
step brown------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
brown steelers--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
steelers time---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
certainly coming------------------------------------------------- {'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.34} positive
end brown-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
brown brings----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
brings oakland--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
oakland offense-------------------------------------------------- {'neg': 0.667, 'neu': 0.333, 'pos': 0.0, 'compound': -0.25} negative
offense incredibly----------------------------------------------- {'neg': 0.667, 'neu': 0.333, 'pos': 0.0, 'compound': -0.25} negative
incredibly solid------------------------------------------------- {'neg': 0.0, 'neu': 0.346, 'pos': 0.654, 'compound': 0.2247} positive
solid going------------------------------------------------------ {'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.1531} positive
going propel----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
propel offense--------------------------------------------------- {'neg': 0.667, 'neu': 0.333, 'pos': 0.0, 'compound': -0.25} negative
offense way------------------------------------------------------ {'neg': 0.667, 'neu': 0.333, 'pos': 0.0, 'compound': -0.25} negative
way past--------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
years past------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
past carrbrown--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
carrbrown duo---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
duo going-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
going look------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
year quite------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
quite sure------------------------------------------------------- {'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.3804} positive
sure league------------------------------------------------------ {'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182} positive
league know------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
know exactly----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
exactly expect--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
expect brown----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
brown new-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
new team--------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
team opinion----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
opinion brown---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
brown pays------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
pays dividends--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
dividends field-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
field offthefield------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
offthefield chaos------------------------------------------------ {'neg': 0.787, 'neu': 0.213, 'pos': 0.0, 'compound': -0.5719} negative
chaos known------------------------------------------------------ {'neg': 0.787, 'neu': 0.213, 'pos': 0.0, 'compound': -0.5719} negative
known cause------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
cause raiders---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
raiders better--------------------------------------------------- {'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404} positive
better brown----------------------------------------------------- {'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404} positive
brown black------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
